"Chess (Europe) (En,Fr,De,Es,It).zip","Chess (Europe) (En,Fr,De,Es,It).nds",8
"Chess for Kids (Europe) (En,Fr,De,Es,It) [b].zip","Chess for Kids (Europe) (En,Fr,De,Es,It) [b].nds",16
"Chessmaster - The Art of Learning (Europe) (En,Fr,De,Es,It,Nl).zip","Chessmaster - The Art of Learning (Europe) (En,Fr,De,Es,It,Nl).nds",32
"Chessmaster - The Art of Learning (USA) (En,Fr,Es).zip","Chessmaster - The Art of Learning (USA) (En,Fr,Es).nds",32
"Chevrolet Camaro - Wild Ride (USA) (En,Fr,Es).zip","Chevrolet Camaro - Wild Ride (USA) (En,Fr,Es).nds",16
Chi's Sweet Home - Chi ga Ouchi ni Yatte Kita (Japan).zip,Chi's Sweet Home - Chi ga Ouchi ni Yatte Kita (Japan).nds,32
Chibi Maruko-chan DS - Maru-chan no Machi (Japan).zip,Chibi Maruko-chan DS - Maru-chan no Machi (Japan).nds,64
Chibi-Robo! - Park Patrol (USA).zip,Chibi-Robo! - Park Patrol (USA).nds,64
"Chicken Attack DS (Europe) (En,Fr,De).zip","Chicken Attack DS (Europe) (En,Fr,De).nds",8
"Chicken Blaster (Europe) (En,Fr,De,Es,It).zip","Chicken Blaster (Europe) (En,Fr,De,Es,It).nds",8
"Chicken Blaster (USA) (En,Fr,Es).zip","Chicken Blaster (USA) (En,Fr,Es).nds",8
"Chicken Hunter (USA) (En,Fr,De,Es,It,Nl).zip","Chicken Hunter (USA) (En,Fr,De,Es,It,Nl).nds",32
"Chicken Little - Ace in Action (Europe) (En,Fr,De,Es,It).zip","Chicken Little - Ace in Action (Europe) (En,Fr,De,Es,It).nds",64
Chicken Little - Ace in Action (USA).zip,Chicken Little - Ace in Action (USA).nds,64
Chicken Little - Uchuu Saikyou no Team (Japan).zip,Chicken Little - Uchuu Saikyou no Team (Japan).nds,64
"Chicken Shoot (Europe) (En,Fr,De,Es,It).zip","Chicken Shoot (Europe) (En,Fr,De,Es,It).nds",8
"Chicken Shoot (USA) (En,Fr,De,Es,It).zip","Chicken Shoot (USA) (En,Fr,De,Es,It).nds",8
"Chiffres et des Lettres, Des - L'Entrainement Cerebral Maximum! (France).zip","Chiffres et des Lettres, Des - L'Entrainement Cerebral Maximum! (France).nds",8
Chikyuu no Arukikata DS - France '07-'08 (Japan).zip,Chikyuu no Arukikata DS - France '07-'08 (Japan).nds,128
Chikyuu no Arukikata DS - Hawaii '07-'08 - Oahu-tou (Japan).zip,Chikyuu no Arukikata DS - Hawaii '07-'08 - Oahu-tou (Japan).nds,128
Chikyuu no Arukikata DS - Hong Kong '07-'08 (Japan).zip,Chikyuu no Arukikata DS - Hong Kong '07-'08 (Japan).nds,128
Chikyuu no Arukikata DS - Igirisu '07-'08 (Japan).zip,Chikyuu no Arukikata DS - Igirisu '07-'08 (Japan).nds,128
"Chikyuu no Arukikata DS - Italia '07-'08 - Roma, Milano, Firenze, Venezia (Japan).zip","Chikyuu no Arukikata DS - Italia '07-'08 - Roma, Milano, Firenze, Venezia (Japan).nds",128
Chikyuu no Arukikata DS - New York '07-'08 (Japan).zip,Chikyuu no Arukikata DS - New York '07-'08 (Japan).nds,128
"Chikyuu no Arukikata DS - Seoul, Busan '07-'08 (Japan).zip","Chikyuu no Arukikata DS - Seoul, Busan '07-'08 (Japan).nds",128
"Chikyuu no Arukikata DS - Shanghai, Hangzhou, Suzhou '07-'08 (Japan).zip","Chikyuu no Arukikata DS - Shanghai, Hangzhou, Suzhou '07-'08 (Japan).nds",64
Chikyuu no Arukikata DS - Taiwan '07-'08 (Japan).zip,Chikyuu no Arukikata DS - Taiwan '07-'08 (Japan).nds,128
Chikyuu no Arukikata DS - Thai '07-'08 (Japan).zip,Chikyuu no Arukikata DS - Thai '07-'08 (Japan).nds,128
"Children of Mana (Europe) (En,Fr,De,Es,It).zip","Children of Mana (Europe) (En,Fr,De,Es,It).nds",128
Children of Mana (USA).zip,Children of Mana (USA).nds,64
Chishiki-ou Series - Train Master (Japan).zip,Chishiki-ou Series - Train Master (Japan).nds,64
Cho Geukjangpan Gaeguri Jungsa Keroro the Movie - Cheongongdaemoheom (Korea) [b].zip,Cho Geukjangpan Gaeguri Jungsa Keroro the Movie - Cheongongdaemoheom (Korea) [b].nds,64
Cho Geukjangpan Gaeguri Jungsa Keroro the Movie - Dragon Warriors (Korea) [b].zip,Cho Geukjangpan Gaeguri Jungsa Keroro the Movie - Dragon Warriors (Korea) [b].nds,64
Chocobo to Mahou no Ehon (Japan).zip,Chocobo to Mahou no Ehon (Japan).nds,64
Chocobo to Mahou no Ehon - Majo to Shoujo to 5-nin no Yuusha (Japan).zip,Chocobo to Mahou no Ehon - Majo to Shoujo to 5-nin no Yuusha (Japan).nds,128
Chocoken no Dekitate Sweets Wagon (Japan).zip,Chocoken no Dekitate Sweets Wagon (Japan).nds,16
Chocoken no Omise - Patissier & Sweets Shop Game (Japan).zip,Chocoken no Omise - Patissier & Sweets Shop Game (Japan).nds,16
Chocoken no Sweets Department - Patissier Ikusei Simulation Game (Japan).zip,Chocoken no Sweets Department - Patissier Ikusei Simulation Game (Japan).nds,16
"Chocolatier (USA) (En,Fr).zip","Chocolatier (USA) (En,Fr).nds",8
Chokkan Hitofude (Japan).zip,Chokkan Hitofude (Japan).nds,8
Chokkan! Asonde Rilakkuma (Japan) (Rev 1).zip,Chokkan! Asonde Rilakkuma (Japan) (Rev 1).nds,16
Chokkan! Asonde Rilakkuma (Japan) [b].zip,Chokkan! Asonde Rilakkuma (Japan) [b].nds,16
Chotto Aima no Colpile DS (Japan).zip,Chotto Aima no Colpile DS (Japan).nds,8
Chou Gekijouban Keroro Gunsou - Enshuu Da yo! - Zenin Shuugou (Japan).zip,Chou Gekijouban Keroro Gunsou - Enshuu Da yo! - Zenin Shuugou (Japan).nds,64
Chou Gekijouban Keroro Gunsou - Gekishin Dragon Warriors de Arimasu! (Japan).zip,Chou Gekijouban Keroro Gunsou - Gekishin Dragon Warriors de Arimasu! (Japan).nds,64
Chou Gekijouban Keroro Gunsou 3 - Tenkuu Daibouken de Arimasu! (Japan).zip,Chou Gekijouban Keroro Gunsou 3 - Tenkuu Daibouken de Arimasu! (Japan).nds,64
Chou Kantan - Boki Nyuumon DS (Japan).zip,Chou Kantan - Boki Nyuumon DS (Japan).nds,16
Chou Kaseki Monster Battle - Gekitotsu Galaxy (Japan).zip,Chou Kaseki Monster Battle - Gekitotsu Galaxy (Japan).nds,128
Chou Meisaku Suiri Adventure DS - Raymond Chandler Gensaku - Saraba Itoshiki Hito yo (Japan).zip,Chou Meisaku Suiri Adventure DS - Raymond Chandler Gensaku - Saraba Itoshiki Hito yo (Japan).nds,64
Chou Nekketsu Koukou Kunio-kun - Dodgeball-bu (Japan).zip,Chou Nekketsu Koukou Kunio-kun - Dodgeball-bu (Japan).nds,8
Chou Shittou Caduceus (Japan) (Rev 1).zip,Chou Shittou Caduceus (Japan) (Rev 1).nds,16
Chou Shittou Caduceus (Japan).zip,Chou Shittou Caduceus (Japan).nds,16
Chou Soujuu Mecha MG (Japan).zip,Chou Soujuu Mecha MG (Japan).nds,64
Chou!! Nep League DS (Japan).zip,Chou!! Nep League DS (Japan).nds,64
Choyeolhyeolgogyo Kunio-gun Pigubu (Korea).zip,Choyeolhyeolgogyo Kunio-gun Pigubu (Korea).nds,8
"Christiane Stengers Gedaechtnis-Coach (Europe) (En,Fr,De,Es,It).zip","Christiane Stengers Gedaechtnis-Coach (Europe) (En,Fr,De,Es,It).nds",16
"Christmas Carol, A (Europe) (En,Fr,Es,Nl).zip","Christmas Carol, A (Europe) (En,Fr,Es,Nl).nds",64
"Christmas Carol, A (Europe) (Fr,De,It).zip","Christmas Carol, A (Europe) (Fr,De,It).nds",64
"Christmas Carol, A (USA) (En,Fr,Es).zip","Christmas Carol, A (USA) (En,Fr,Es).nds",64
"Chronicles of Mystery - Curse of the Ancient Temple (Europe) (En,Fr,De,Es,It).zip","Chronicles of Mystery - Curse of the Ancient Temple (Europe) (En,Fr,De,Es,It).nds",64
"Chronicles of Mystery - Curse of the Ancient Temple (Europe) (En,Fr,De,It,Nl) (Rev 1).zip","Chronicles of Mystery - Curse of the Ancient Temple (Europe) (En,Fr,De,It,Nl) (Rev 1).nds",64
"Chronicles of Mystery - Curse of the Ancient Temple (USA) (En,Fr,Es).zip","Chronicles of Mystery - Curse of the Ancient Temple (USA) (En,Fr,Es).nds",64
"Chronicles of Mystery - The Secret Tree of Life (Europe) (En,Fr,De,Es,It,Nl) (NDSi Enhanced).zip","Chronicles of Mystery - The Secret Tree of Life (Europe) (En,Fr,De,Es,It,Nl) (NDSi Enhanced).nds",64
"Chronicles of Mystery - The Secret Tree of Life (USA) (En,Fr,Es) (NDSi Enhanced).zip","Chronicles of Mystery - The Secret Tree of Life (USA) (En,Fr,Es) (NDSi Enhanced).nds",64
"Chronicles of Narnia, The - Prince Caspian (Europe) (En,De,It,Sv,No,Da).zip","Chronicles of Narnia, The - Prince Caspian (Europe) (En,De,It,Sv,No,Da).nds",64
"Chronicles of Narnia, The - Prince Caspian (Europe) (En,Fr,Es,Nl).zip","Chronicles of Narnia, The - Prince Caspian (Europe) (En,Fr,Es,Nl).nds",64
"Chronicles of Narnia, The - Prince Caspian (Europe).zip","Chronicles of Narnia, The - Prince Caspian (Europe).nds",64
"Chronicles of Narnia, The - Prince Caspian (USA) (En,Fr,Es).zip","Chronicles of Narnia, The - Prince Caspian (USA) (En,Fr,Es).nds",64
"Chronicles of Narnia, The - The Lion, the Witch and the Wardrobe (Europe) (En,De,Sv,Da).zip","Chronicles of Narnia, The - The Lion, the Witch and the Wardrobe (Europe) (En,De,Sv,Da).nds",64
"Chronicles of Narnia, The - The Lion, the Witch and the Wardrobe (Europe) (En,Fr,Es,It,Nl).zip","Chronicles of Narnia, The - The Lion, the Witch and the Wardrobe (Europe) (En,Fr,Es,It,Nl).nds",64
"Chronicles of Narnia, The - The Lion, the Witch and the Wardrobe (USA) (En,Fr,Es,It,Nl).zip","Chronicles of Narnia, The - The Lion, the Witch and the Wardrobe (USA) (En,Fr,Es,It,Nl).nds",64
"Chrono Trigger (Europe) (En,Fr).zip","Chrono Trigger (Europe) (En,Fr).nds",128
"Chrono Trigger (Japan) (En,Ja).zip","Chrono Trigger (Japan) (En,Ja).nds",128
"Chrono Trigger (USA) (En,Fr).zip","Chrono Trigger (USA) (En,Fr).nds",128
"Chronos Twin (Europe) (En,Fr,De,Es,It).zip","Chronos Twin (Europe) (En,Fr,De,Es,It).nds",8
"Chrysler Classic Racing (Europe) (En,Fr,De,Es,It).zip","Chrysler Classic Racing (Europe) (En,Fr,De,Es,It).nds",16
"Chrysler Classic Racing (USA) (En,Fr,De,Es,It).zip","Chrysler Classic Racing (USA) (En,Fr,De,Es,It).nds",16
Chubaw Desu yo! - Kyoshou Recipe Shuu (Japan).zip,Chubaw Desu yo! - Kyoshou Recipe Shuu (Japan).nds,64
Chuck E. Cheese's Gameroom (USA) [b].zip,Chuck E. Cheese's Gameroom (USA) [b].nds,16
Chuck E. Cheese's Party Games (USA).zip,Chuck E. Cheese's Party Games (USA).nds,8
Chuck E. Cheese's Playhouse (USA) [b].zip,Chuck E. Cheese's Playhouse (USA) [b].nds,16
Chuldong! Rescue Force DS (Korea).zip,Chuldong! Rescue Force DS (Korea).nds,16
Chungjeon! Hanguginui Sangsingnyeok DS (Korea).zip,Chungjeon! Hanguginui Sangsingnyeok DS (Korea).nds,64
Chuugaku Eitango Target 1800 DS (Japan) (Rev 1).zip,Chuugaku Eitango Target 1800 DS (Japan) (Rev 1).nds,64
Chuugaku Eitango Target 1800 DS (Japan).zip,Chuugaku Eitango Target 1800 DS (Japan).nds,64
Chuugaku Junbi - 5 Kyouka Kanpeki DS (Japan) (TACJ).zip,Chuugaku Junbi - 5 Kyouka Kanpeki DS (Japan) (TACJ).nds,32
Chuugaku Junbi - 5 Kyouka Kanpeki DS (Japan) (TCJJ).zip,Chuugaku Junbi - 5 Kyouka Kanpeki DS (Japan) (TCJJ).nds,32
Chuukana Janshi Tenho Painyan Remix (Japan).zip,Chuukana Janshi Tenho Painyan Remix (Japan).nds,64
Ciao Dream Touch! - Happy Anniversary (Japan).zip,Ciao Dream Touch! - Happy Anniversary (Japan).nds,16
Cid to Chocobo no Fushigi na Dungeon - Toki Wasure no Meikyuu DS+ (Japan).zip,Cid to Chocobo no Fushigi na Dungeon - Toki Wasure no Meikyuu DS+ (Japan).nds,128
Cinnamoroll - Cinnamon Ball - Kurukuru Sweets Paradise (Japan).zip,Cinnamoroll - Cinnamon Ball - Kurukuru Sweets Paradise (Japan).nds,16
Cinnamoroll - Ohanashi Shiyo! - Kira Kira de Kore Cafe (Japan).zip,Cinnamoroll - Ohanashi Shiyo! - Kira Kira de Kore Cafe (Japan).nds,32
"City Life DS (Europe) (En,Fr,De,Es,It).zip","City Life DS (Europe) (En,Fr,De,Es,It).nds",32
Clash King V201 (Japan).zip,Clash King V201 (Japan).nds,16
Classic Action - Devilish (USA).zip,Classic Action - Devilish (USA).nds,16
"Classic Games - The Premium Selection (Europe) (En,Fr,De,Es,It,Nl) (Rev 1).zip","Classic Games - The Premium Selection (Europe) (En,Fr,De,Es,It,Nl) (Rev 1).nds",8
"Classic Games - The Premium Selection (Europe) (En,Fr,De,Es,It,Nl).zip","Classic Games - The Premium Selection (Europe) (En,Fr,De,Es,It,Nl).nds",8
Classic Word Games (Europe) (NDSi Enhanced).zip,Classic Word Games (Europe) (NDSi Enhanced).nds,32
Classic Word Games (USA) (NDSi Enhanced).zip,Classic Word Games (USA) (NDSi Enhanced).nds,32
Claymore - Gingan no Majo (Japan).zip,Claymore - Gingan no Majo (Japan).nds,128
"Clever Kids - Creepy Crawlies (Europe) (En,Fr,De,Es,It).zip","Clever Kids - Creepy Crawlies (Europe) (En,Fr,De,Es,It).nds",64
"Clever Kids - Dino Land (Europe) (En,Fr,De,Es,It,Pt).zip","Clever Kids - Dino Land (Europe) (En,Fr,De,Es,It,Pt).nds",32
Clever Kids - Farmyard Fun (Europe).zip,Clever Kids - Farmyard Fun (Europe).nds,64
Clever Kids - Pirates (Europe).zip,Clever Kids - Pirates (Europe).nds,64
"Clever Kids - Pony World (Europe) (En,Fr,De,Es,It,Pt).zip","Clever Kids - Pony World (Europe) (En,Fr,De,Es,It,Pt).nds",32
"Clever! - Das Spiel, das Wissen Schafft (Germany).zip","Clever! - Das Spiel, das Wissen Schafft (Germany).nds",16
"Clique, The - Diss and Make Up (USA) (En,Fr,Es).zip","Clique, The - Diss and Make Up (USA) (En,Fr,Es).nds",64
"Clique, The - Queen Teen (Europe) (En,Fr,De,Es,It).zip","Clique, The - Queen Teen (Europe) (En,Fr,De,Es,It).nds",64
"Cloudy with a Chance of Meatballs (Europe) (En,Fr,De,Es,It).zip","Cloudy with a Chance of Meatballs (Europe) (En,Fr,De,Es,It).nds",32
Cloudy with a Chance of Meatballs (Europe).zip,Cloudy with a Chance of Meatballs (Europe).nds,32
"Cloudy with a Chance of Meatballs (USA) (En,Fr,De,Es,It).zip","Cloudy with a Chance of Meatballs (USA) (En,Fr,De,Es,It).nds",32
"Cloudy with a Chance of Meatballs 2 (Europe) (En,Fr,De,It,Nl).zip","Cloudy with a Chance of Meatballs 2 (Europe) (En,Fr,De,It,Nl).nds",16
Cloudy with a Chance of Meatballs 2 (USA).zip,Cloudy with a Chance of Meatballs 2 (USA).nds,16
Club Penguin - Cuerpo de Pinguinos de Elite (Spain).zip,Club Penguin - Cuerpo de Pinguinos de Elite (Spain).nds,64
Club Penguin - Elite Penguin Force (Europe).zip,Club Penguin - Elite Penguin Force (Europe).nds,64
Club Penguin - Elite Penguin Force (Germany).zip,Club Penguin - Elite Penguin Force (Germany).nds,64
"Club Penguin - Elite Penguin Force (USA) (En,Fr,Es) (Rev 2).zip","Club Penguin - Elite Penguin Force (USA) (En,Fr,Es) (Rev 2).nds",64
Club Penguin - Elite Penguin Force (USA) (Rev 1).zip,Club Penguin - Elite Penguin Force (USA) (Rev 1).nds,64
Club Penguin - Elite Penguin Force (USA).zip,Club Penguin - Elite Penguin Force (USA).nds,64
"Club Penguin - EPF - Herbert's Revenge (Europe) (En,Fr).zip","Club Penguin - EPF - Herbert's Revenge (Europe) (En,Fr).nds",64
"Club Penguin - EPF - Herbert's Revenge (USA) (En,Fr,Es).zip","Club Penguin - EPF - Herbert's Revenge (USA) (En,Fr,Es).nds",64
Club Penguin - Force d'Elite (France).zip,Club Penguin - Force d'Elite (France).nds,64
"Clubhouse Games (USA) (En,Fr,De,Es,It) (Rev 1).zip","Clubhouse Games (USA) (En,Fr,De,Es,It) (Rev 1).nds",16
"Clubhouse Games (USA) (En,Fr,De,Es,It).zip","Clubhouse Games (USA) (En,Fr,De,Es,It).nds",16
CNAE Aprende con Nosotros - Driver's Ed (Spain).zip,CNAE Aprende con Nosotros - Driver's Ed (Spain).nds,16
Cocina Conmigo! - Que Preparamos Hoy (Spain) (Rev 1).zip,Cocina Conmigo! - Que Preparamos Hoy (Spain) (Rev 1).nds,256
Cocina Conmigo! - Que Preparamos Hoy (Spain).zip,Cocina Conmigo! - Que Preparamos Hoy (Spain).nds,256
Cocoro no Cocoron (Japan).zip,Cocoro no Cocoron (Japan).nds,32
"Cocoto - Kart Racer (Europe) (En,Fr,De,Es,It) (Beta).zip","Cocoto - Kart Racer (Europe) (En,Fr,De,Es,It) (Beta).nds",32
"Cocoto - Kart Racer (Europe) (En,Fr,De,Es,It).zip","Cocoto - Kart Racer (Europe) (En,Fr,De,Es,It).nds",32
"Cocoto - Kart Racer (USA) (En,Fr,Es).zip","Cocoto - Kart Racer (USA) (En,Fr,Es).nds",32
"Cocoto Racers (Europe) (En,Fr,De,Es,It).zip","Cocoto Racers (Europe) (En,Fr,De,Es,It).nds",32
Code de la Route (France) [b].zip,Code de la Route (France) [b].nds,32
Code de la Route - Edition 2008 (France).zip,Code de la Route - Edition 2008 (France).nds,32
Code de la Route - Edition Deluxe (France).zip,Code de la Route - Edition Deluxe (France).nds,32
Code de la Route DS (France).zip,Code de la Route DS (France).nds,16
"Code de la Route, Le (France).zip","Code de la Route, Le (France).nds",32
"Code de la Route, Le - Moto et BSR (France).zip","Code de la Route, Le - Moto et BSR (France).nds",32
Code Geass - Hangyaku no Lelouch (Japan).zip,Code Geass - Hangyaku no Lelouch (Japan).nds,64
Code Geass - Hangyaku no Lelouch R2 - Banjou no Geass Gekijou (Japan).zip,Code Geass - Hangyaku no Lelouch R2 - Banjou no Geass Gekijou (Japan).nds,64
"Code Lyoko (Europe) (En,Fr,Es,It).zip","Code Lyoko (Europe) (En,Fr,Es,It).nds",64
"Code Lyoko (USA) (En,Fr,Es).zip","Code Lyoko (USA) (En,Fr,Es).nds",64
"Code Lyoko - Fall of X.A.N.A. (Europe) (En,Fr).zip","Code Lyoko - Fall of X.A.N.A. (Europe) (En,Fr).nds",32
"Code Lyoko - Fall of X.A.N.A. (USA) (En,Fr).zip","Code Lyoko - Fall of X.A.N.A. (USA) (En,Fr).nds",32
CodeBreaker DS (World) (v1.0.0) (Unl).zip,CodeBreaker DS (World) (v1.0.0) (Unl).nds,2
CodeBreaker DS (World) (v1.0.1) (Unl).zip,CodeBreaker DS (World) (v1.0.1) (Unl).nds,2
CodeBreaker DS Lite (World) (Unl).zip,CodeBreaker DS Lite (World) (Unl).nds,2
CodeBreaker DS v2 (World) (v2.0.0) (Unl).zip,CodeBreaker DS v2 (World) (v2.0.0) (Unl).nds,2
CodeFreak DS (Japan) (Unl).zip,CodeFreak DS (Japan) (Unl).nds,2
CodeFreak DS Type II (Japan) (Unl).zip,CodeFreak DS Type II (Japan) (Unl).nds,2
"Colin McRae - Dirt 2 (Europe) (En,Fr,De,Es,It).zip","Colin McRae - Dirt 2 (Europe) (En,Fr,De,Es,It).nds",64
"Color Cross (USA) (En,Fr,Es).zip","Color Cross (USA) (En,Fr,Es).nds",8
"Colour Cross (Europe) (En,Fr,De,Es,It).zip","Colour Cross (Europe) (En,Fr,De,Es,It).nds",8
"Combat of Giants - Dinosaurs (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da).zip","Combat of Giants - Dinosaurs (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da).nds",32
"Combat of Giants - Dragons (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da).zip","Combat of Giants - Dragons (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da).nds",32
"Combat of Giants - Mutant Insects (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da).zip","Combat of Giants - Mutant Insects (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da).nds",32
"Combo Pack - Madagascar 3 - Europe's Most Wanted + Croods, The - Prehistoric Party! (Europe) (En,Fr,De,Es,It).zip","Combo Pack - Madagascar 3 - Europe's Most Wanted + Croods, The - Prehistoric Party! (Europe) (En,Fr,De,Es,It).nds",64
"Command and Destroy (Europe) (En,Fr,De,Es,It).zip","Command and Destroy (Europe) (En,Fr,De,Es,It).nds",8
Command and Destroy (USA).zip,Command and Destroy (USA).nds,8
"Commando - Steel Disaster (USA) (En,Fr,Es).zip","Commando - Steel Disaster (USA) (En,Fr,Es).nds",64
"Contact (Europe) (En,Fr,De,Es,It) (Beta).zip","Contact (Europe) (En,Fr,De,Es,It) (Beta).nds",64
"Contact (Europe) (En,Fr,De,Es,It).zip","Contact (Europe) (En,Fr,De,Es,It).nds",64
Contact (Japan).zip,Contact (Japan).nds,64
Contact (USA).zip,Contact (USA).nds,64
Contra - Dual Spirits (Japan).zip,Contra - Dual Spirits (Japan).nds,32
Contra 4 (Europe) (Proto).zip,Contra 4 (Europe) (Proto).nds,64
Contra 4 (USA).zip,Contra 4 (USA).nds,32
"Conveni DS, The - Otona no Keieiryoku Training (Japan) [b].zip","Conveni DS, The - Otona no Keieiryoku Training (Japan) [b].nds",32
"Cookie & Cream (Europe) (En,Fr,De,Es,It).zip","Cookie & Cream (Europe) (En,Fr,De,Es,It).nds",32
Cookie & Cream (USA).zip,Cookie & Cream (USA).nds,32
Cookie Shop - Crea la Tienda de tus Suenos (Spain).zip,Cookie Shop - Crea la Tienda de tus Suenos (Spain).nds,16
"Cookie Shop - Create Your Dream Shop (Europe) (En,Fr).zip","Cookie Shop - Create Your Dream Shop (Europe) (En,Fr).nds",32
"Cookie Shop - Create Your Dream Shop (USA) (En,Fr,Es).zip","Cookie Shop - Create Your Dream Shop (USA) (En,Fr,Es).nds",32
Cookin' Idol I! My! Mine! - Game de Hirameki! Kirameki! Cooking (Japan).zip,Cookin' Idol I! My! Mine! - Game de Hirameki! Kirameki! Cooking (Japan).nds,128
Cooking Guide - Can't Decide What to Eat (Europe) (Rev 1).zip,Cooking Guide - Can't Decide What to Eat (Europe) (Rev 1).nds,256
Cooking Guide - Can't Decide What to Eat (Europe).zip,Cooking Guide - Can't Decide What to Eat (Europe).nds,256
"Cooking Mama (Europe) (De,Es,It).zip","Cooking Mama (Europe) (De,Es,It).nds",32
"Cooking Mama (Europe) (En,Fr,It).zip","Cooking Mama (Europe) (En,Fr,It).nds",32
Cooking Mama (Japan).zip,Cooking Mama (Japan).nds,32
Cooking Mama (Korea).zip,Cooking Mama (Korea).nds,32
Cooking Mama (USA).zip,Cooking Mama (USA).nds,32
Cooking Mama 2 (Japan).zip,Cooking Mama 2 (Japan).nds,64
"Cooking Mama 2 - Dinner with Friends (Europe) (En,Fr,De,Es,It).zip","Cooking Mama 2 - Dinner with Friends (Europe) (En,Fr,De,Es,It).nds",64
Cooking Mama 2 - Dinner with Friends (USA).zip,Cooking Mama 2 - Dinner with Friends (USA).nds,64
"Cooking Mama 3 (Europe) (En,Fr,De,Es,It).zip","Cooking Mama 3 (Europe) (En,Fr,De,Es,It).nds",64
"Cooking Mama 3 (Europe) (En,Sv,No,Da,Fi).zip","Cooking Mama 3 (Europe) (En,Sv,No,Da,Fi).nds",64
Cooking Mama 3 (Japan).zip,Cooking Mama 3 (Japan).nds,64
Cooking Mama 3 - Shop & Chop (USA).zip,Cooking Mama 3 - Shop & Chop (USA).nds,64
"Cooking Mama World - Combo Pack - Volume 1 (Europe) (En,Fr,De,Es,It).zip","Cooking Mama World - Combo Pack - Volume 1 (Europe) (En,Fr,De,Es,It).nds",64
"Cooking Mama World - Combo Pack - Volume 2 (Europe) (En,Fr,De,Es,It).zip","Cooking Mama World - Combo Pack - Volume 2 (Europe) (En,Fr,De,Es,It).nds",64
"Cooking Mama World - Hobbies & Fun (Europe) (En,Fr,De,Es,It).zip","Cooking Mama World - Hobbies & Fun (Europe) (En,Fr,De,Es,It).nds",64
"Cooking Mama World - Outdoor Adventures (Europe) (En,Fr,De,Es,It).zip","Cooking Mama World - Outdoor Adventures (Europe) (En,Fr,De,Es,It).nds",64
"Coraline (Europe) (En,Fr,De,Es,It).zip","Coraline (Europe) (En,Fr,De,Es,It).nds",32
"Coraline (USA) (En,Fr,Es).zip","Coraline (USA) (En,Fr,Es).nds",32
Cornelsen Trainer - Englisch - Klasse 5 + 6 (Germany).zip,Cornelsen Trainer - Englisch - Klasse 5 + 6 (Germany).nds,32
Cornelsen Trainer - Englisch - Klasse 7 + 8 (Germany).zip,Cornelsen Trainer - Englisch - Klasse 7 + 8 (Germany).nds,64
"Cornelsen Trainer - Mathe - Klasse 5 (Europe) (En,De).zip","Cornelsen Trainer - Mathe - Klasse 5 (Europe) (En,De).nds",16
"Cornelsen Trainer - Mathe - Klasse 5 + 6 (Europe) (En,De).zip","Cornelsen Trainer - Mathe - Klasse 5 + 6 (Europe) (En,De).nds",32
"Cornelsen Trainer - Mathe - Klasse 6 (Europe) (En,De).zip","Cornelsen Trainer - Mathe - Klasse 6 (Europe) (En,De).nds",16
Coropata (Japan).zip,Coropata (Japan).nds,16
Corvette Evolution GT (USA).zip,Corvette Evolution GT (USA).nds,16
Cory in the House (Europe).zip,Cory in the House (Europe).nds,32
Cory in the House (USA).zip,Cory in the House (USA).nds,32
"Cosmetic Paradise (Europe) (En,Fr,It).zip","Cosmetic Paradise (Europe) (En,Fr,It).nds",64
Cosmetick Paradise (Japan).zip,Cosmetick Paradise (Japan).nds,32
Cosmetick Paradise - Kirei no Mahou (Japan) (NDSi Enhanced).zip,Cosmetick Paradise - Kirei no Mahou (Japan) (NDSi Enhanced).nds,64
Cosmetick Paradise - Make no Kiseki (Japan).zip,Cosmetick Paradise - Make no Kiseki (Japan).nds,64
Cosmetick Paradise - Princess Life (Japan) (NDSi Enhanced).zip,Cosmetick Paradise - Princess Life (Japan) (NDSi Enhanced).nds,64
Cosmopolitan - Total Relooking (France).zip,Cosmopolitan - Total Relooking (France).nds,32
Cosmos Chaos (USA) (Beta).zip,Cosmos Chaos (USA) (Beta).nds,128
Cosmos Chaos (USA).zip,Cosmos Chaos (USA).nds,128
Countdown - The Game (Europe) [b].zip,Countdown - The Game (Europe) [b].nds,8
"Cradle of Rome (USA) (En,Fr,De,Es,It,Nl).zip","Cradle of Rome (USA) (En,Fr,De,Es,It,Nl).nds",8
"Cradle of Rome 2 (Europe) (En,Fr,Es,It).zip","Cradle of Rome 2 (Europe) (En,Fr,Es,It).nds",8
Craft Mama (Japan).zip,Craft Mama (Japan).nds,64
Crafting Mama (USA).zip,Crafting Mama (USA).nds,64
"Crash - Mind over Mutant (Europe) (En,Fr,De,Es,It,Nl).zip","Crash - Mind over Mutant (Europe) (En,Fr,De,Es,It,Nl).nds",64
"Crash - Mind over Mutant (USA) (En,Fr,De,Es,It,Nl).zip","Crash - Mind over Mutant (USA) (En,Fr,De,Es,It,Nl).nds",64
Crash Bandicoot Festival (Japan).zip,Crash Bandicoot Festival (Japan).nds,64
